ARO_Accession,CARD_Name,Model_Type,ARO_Categories,Match_Status,ResFinder_Gene_Name,ResFinder_Class,Match_Tier,Match_Confidence,Alternate_ResFinder_Synonyms,Excluded_Candidates_ClassMismatch,N_Pathogens_With_Hit,Max_NCBI_WGS_Prevalence_Pct,Top_Pathogen_By_WGS_Pct,Has_Perfect_Strict_Hit
ARO:3001984,CTX-M-125,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-125,Beta-Lactamase,debla,High,,,2,0.08,Escherichia coli,True
ARO:3001989,CTX-M-130,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-130,Beta-Lactamase,debla,High,,,3,0.02,Salmonella enterica,True
ARO:3001990,CTX-M-131,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-131,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3001991,CTX-M-132,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-132,Beta-Lactamase,debla,High,,,2,0.31,Shigella flexneri,True
ARO:3001992,CTX-M-134,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-134,Beta-Lactamase,debla,High,,,2,0.07,Shigella sonnei,True
ARO:3001994,CTX-M-137,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-137,Beta-Lactamase,debla,High,,,1,0.01,Salmonella enterica,True
ARO:3001995,CTX-M-136,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-136,Beta-Lactamase,debla,High,,,2,0.01,Klebsiella pneumoniae,True
ARO:3001998,CTX-M-140,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-140,Beta-Lactamase,debla,High,,,1,0.17,Proteus mirabilis,True
ARO:3001999,CTX-M-141,protein homolog model,antibiotic inactivation; cephalosporin,matched,blaCTX-M-141,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3002013,CMY-2,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam,matched,blaCMY-2,Beta-Lactamase,debla,High,blaBIL-1,,17,6.31,Citrobacter portucalensis,True
ARO:3002015,CMY-4,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-4,Beta-Lactamase,debla,High,,,19,3.64,Citrobacter amalonaticus,True
ARO:3002017,CMY-6,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-6,Beta-Lactamase,debla,High,,,14,1.82,Citrobacter amalonaticus,True
ARO:3002019,CMY-8,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-8,Beta-Lactamase,debla,High,,,2,0.01,Klebsiella pneumoniae,True
ARO:3002021,CMY-10,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-10,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3002024,CMY-13,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-13,Beta-Lactamase,debla,High,,,3,4.5,Citrobacter portucalensis,True
ARO:3002027,CMY-16,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-16,Beta-Lactamase,debla,High,,,4,0.77,Citrobacter freundii,True
ARO:3002034,CMY-23,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-23,Beta-Lactamase,debla,High,,,1,0.0,Escherichia coli,True
ARO:3002035,CMY-24,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-24,Beta-Lactamase,debla,High,,,1,0.01,Escherichia coli,True
ARO:3002036,CMY-25,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-25,Beta-Lactamase,debla,High,,,1,0.9,Citrobacter portucalensis,True
ARO:3002037,CMY-26,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-26,Beta-Lactamase,debla,High,,,1,0.0,Citrobacter portucalensis,True
ARO:3002038,CMY-27,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-27,Beta-Lactamase,debla,High,,,1,1.08,Aeromonas caviae,True
ARO:3002041,CMY-30,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-30,Beta-Lactamase,debla,High,,,3,1.27,Providencia rettgeri,True
ARO:3002045,CMY-34,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-34,Beta-Lactamase,debla,High,,,3,7.21,Citrobacter portucalensis,True
ARO:3002046,CMY-35,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-35,Beta-Lactamase,debla,High,,,2,2.7,Citrobacter portucalensis,True
ARO:3002050,CMY-39,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-39,Beta-Lactamase,debla,High,,,2,0.9,Citrobacter portucalensis,True
ARO:3002051,CMY-40,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-40,Beta-Lactamase,debla,High,,,2,0.9,Citrobacter portucalensis,True
ARO:3002052,CMY-41,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-41,Beta-Lactamase,debla,High,,,1,0.58,Citrobacter freundii,True
ARO:3002053,CMY-42,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaCMY-42,Beta-Lactamase,debla,High,,,3,0.51,Escherichia coli,True
ARO:3002055,CMY-44,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-44,Beta-Lactamase,debla,High,,,1,0.0,Escherichia coli,True
ARO:3002057,CMY-46,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-46,Beta-Lactamase,debla,High,,,2,8.11,Citrobacter portucalensis,True
ARO:3002059,CMY-48,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-48,Beta-Lactamase,debla,High,,,1,20.89,Citrobacter freundii,True
ARO:3002060,CMY-49,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-49,Beta-Lactamase,debla,High,,,1,9.01,Citrobacter portucalensis,True
ARO:3002062,CMY-51,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-51,Beta-Lactamase,debla,High,,,1,3.48,Citrobacter freundii,True
ARO:3002064,CMY-53,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-53,Beta-Lactamase,debla,High,,,1,0.9,Citrobacter portucalensis,True
ARO:3002069,CMY-59,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-59,Beta-Lactamase,debla,High,,,2,0.06,Klebsiella pneumoniae,True
ARO:3002070,CMY-99,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-99,Beta-Lactamase,debla,High,,,1,0.17,Proteus mirabilis,True
ARO:3002072,CMY-58,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-58,Beta-Lactamase,debla,High,,,1,0.01,Escherichia coli,True
ARO:3002074,CMY-61,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-61,Beta-Lactamase,debla,High,,,2,0.04,Enterobacter hormaechei,True
ARO:3002076,CMY-63,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-63,Beta-Lactamase,debla,High,,,1,2.7,Citrobacter portucalensis,True
ARO:3002078,CMY-65,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-65,Beta-Lactamase,debla,High,,,1,3.68,Citrobacter freundii,True
ARO:3002079,CMY-66,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-66,Beta-Lactamase,debla,High,,,1,1.55,Citrobacter freundii,True
ARO:3002080,CMY-67,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-67,Beta-Lactamase,debla,High,,,1,1.93,Citrobacter freundii,True
ARO:3002081,CMY-68,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-68,Beta-Lactamase,debla,High,,,1,0.39,Citrobacter freundii,True
ARO:3002082,CMY-69,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-69,Beta-Lactamase,debla,High,,,1,0.01,Escherichia coli,True
ARO:3002083,CMY-70,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-70,Beta-Lactamase,debla,High,,,2,1.82,Citrobacter amalonaticus,True
ARO:3002084,CMY-71,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-71,Beta-Lactamase,debla,High,,,1,3.6,Citrobacter portucalensis,True
ARO:3002085,CMY-72,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-72,Beta-Lactamase,debla,High,,,1,2.32,Citrobacter freundii,True
ARO:3002088,CMY-75,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-75,Beta-Lactamase,debla,High,,,1,1.55,Citrobacter freundii,True
ARO:3002089,CMY-76,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-76,Beta-Lactamase,debla,High,,,1,0.19,Citrobacter freundii,True
ARO:3002090,CMY-77,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-77,Beta-Lactamase,debla,High,,,2,5.41,Citrobacter portucalensis,True
ARO:3002091,CMY-78,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-78,Beta-Lactamase,debla,High,,,1,2.13,Citrobacter freundii,True
ARO:3002093,CMY-80,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-80,Beta-Lactamase,debla,High,,,1,0.19,Citrobacter freundii,True
ARO:3002094,CMY-81,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-81,Beta-Lactamase,debla,High,,,1,0.19,Citrobacter freundii,True
ARO:3002095,CMY-82,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-82,Beta-Lactamase,debla,High,,,1,0.39,Citrobacter freundii,True
ARO:3002097,CMY-84,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-84,Beta-Lactamase,debla,High,,,1,0.0,Citrobacter freundii,True
ARO:3002098,CMY-85,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-85,Beta-Lactamase,debla,High,,,1,0.58,Citrobacter freundii,True
ARO:3002099,CMY-86,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-86,Beta-Lactamase,debla,High,,,1,4.5,Citrobacter portucalensis,True
ARO:3002107,CMY-94,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-94,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3002110,CMY-97,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-97,Beta-Lactamase,debla,High,,,1,0.77,Citrobacter freundii,True
ARO:3002116,CMY-104,protein homolog model,antibiotic inactivation; cephamycin,matched,blaCMY-104,Beta-Lactamase,debla,High,,,2,0.9,Citrobacter portucalensis,True
ARO:3002132,DHA-1,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-1,Beta-Lactamase,debla,High,,,31,15.34,Morganella morganii,True
ARO:3002136,DHA-7,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-7,Beta-Lactamase,debla,High,,,1,0.04,Enterobacter hormaechei,True
ARO:3002137,DHA-4,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-4,Beta-Lactamase,debla,High,,,1,8.59,Morganella morganii,True
ARO:3002138,DHA-5,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-5,Beta-Lactamase,debla,High,,,1,1.23,Morganella morganii,True
ARO:3002144,DHA-13,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-13,Beta-Lactamase,debla,High,,,1,5.52,Morganella morganii,True
ARO:3002145,DHA-14,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-14,Beta-Lactamase,debla,High,,,1,3.68,Morganella morganii,True
ARO:3002148,DHA-17,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-17,Beta-Lactamase,debla,High,,,1,3.07,Morganella morganii,True
ARO:3002153,DHA-22,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaDHA-22,Beta-Lactamase,debla,High,,,1,4.91,Morganella morganii,True
ARO:3002157,FOX-3,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaFOX-3,Beta-Lactamase,debla,High,,,1,0.4,Enterobacter asburiae,True
ARO:3002159,FOX-5,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaFOX-5,Beta-Lactamase,debla,High,,,9,0.8,Klebsiella michiganensis,True
ARO:3002160,FOX-7,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaFOX-7,Beta-Lactamase,debla,High,,,2,0.39,Citrobacter freundii,True
ARO:3002161,FOX-8,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin,matched,blaFOX-8,Beta-Lactamase,debla,High,,,1,0.02,Klebsiella pneumoniae,True
ARO:3002168,MIR-2,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,matched,blaMIR-2,Beta-Lactamase,debla,High,,,1,1.08,Enterobacter roggenkampii,True
ARO:3002169,MIR-3,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,matched,blaMIR-3,Beta-Lactamase,debla,High,,,2,13.31,Enterobacter roggenkampii,True
ARO:3002170,MIR-5,protein homolog model,antibiotic inactivation; cephalosporin; monobactam,matched,blaMIR-5,Beta-Lactamase,debla,High,,,1,5.76,Enterobacter roggenkampii,True
ARO:3002182,MOX-1,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaMOX-1,Beta-Lactamase,debla,High,,,2,12.37,Aeromonas caviae,True
ARO:3002183,MOX-2,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaMOX-2,Beta-Lactamase,debla,High,,,2,2.69,Aeromonas caviae,True
ARO:3002184,MOX-4,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaMOX-4,Beta-Lactamase,debla,High,,,1,0.54,Aeromonas caviae,True
ARO:3002186,MOX-3,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaMOX-3,Beta-Lactamase,debla,High,,,2,3.76,Aeromonas caviae,True
ARO:3002190,MOX-8,protein homolog model,antibiotic inactivation; cephalosporin; cephamycin; penam,matched,blaMOX-8,Beta-Lactamase,debla,High,,,1,8.6,Aeromonas caviae,True
ARO:3002192,IMP-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-1,Beta-Lactamase,debla,High,,,21,24.19,Aeromonas caviae,True
ARO:3002195,IMP-4,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-4,Beta-Lactamase,debla,High,,,18,4.5,Citrobacter portucalensis,True
ARO:3002197,IMP-6,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-6,Beta-Lactamase,debla,High,,,6,2.33,Leclercia adecarboxylata,True
ARO:3002198,IMP-7,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-7,Beta-Lactamase,debla,High,,,1,0.11,Pseudomonas aeruginosa,True
ARO:3002199,IMP-8,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-8,Beta-Lactamase,debla,High,blaIMP-47,,10,0.53,Pseudomonas putida,True
ARO:3002200,IMP-9,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-9,Beta-Lactamase,debla,High,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3002201,IMP-10,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-10,Beta-Lactamase,debla,High,,,2,0.03,Pseudomonas aeruginosa,True
ARO:3002202,IMP-11,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-11,Beta-Lactamase,debla,High,,,5,0.04,Enterobacter hormaechei,True
ARO:3002204,IMP-13,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-13,Beta-Lactamase,debla,High,,,3,0.32,Enterobacter cloacae,True
ARO:3002205,IMP-14,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-14,Beta-Lactamase,debla,High,,,9,0.57,Acinetobacter nosocomialis,True
ARO:3002206,IMP-15,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-15,Beta-Lactamase,debla,High,,,2,0.23,Pseudomonas aeruginosa,True
ARO:3002207,IMP-16,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-16,Beta-Lactamase,debla,High,,,5,7.14,Pseudomonas mendocina,True
ARO:3002209,IMP-18,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-18,Beta-Lactamase,debla,High,,,1,0.09,Pseudomonas aeruginosa,True
ARO:3002210,IMP-19,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-19,Beta-Lactamase,debla,High,,,3,0.85,Acinetobacter pittii,True
ARO:3002213,IMP-22,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-22,Beta-Lactamase,debla,High,,,1,0.0,Citrobacter freundii,True
ARO:3002214,IMP-23,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-23,Beta-Lactamase,debla,High,,,1,0.01,Klebsiella pneumoniae,True
ARO:3002217,IMP-26,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-26,Beta-Lactamase,debla,High,,,10,0.64,Enterobacter cloacae,True
ARO:3002218,IMP-27,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-27,Beta-Lactamase,debla,High,,,5,12.74,Providencia rettgeri,True
ARO:3002220,IMP-29,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-29,Beta-Lactamase,debla,High,,,1,0.27,Klebsiella michiganensis,True
ARO:3002224,IMP-33,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-33,Beta-Lactamase,debla,High,,,1,0.01,Pseudomonas aeruginosa,True
ARO:3002225,IMP-34,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-34,Beta-Lactamase,debla,High,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3002228,IMP-37,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-37,Beta-Lactamase,debla,High,,,1,0.0,Pseudomonas aeruginosa,True
ARO:3002229,IMP-38,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-38,Beta-Lactamase,debla,High,,,2,0.0,Escherichia coli,True
ARO:3002236,IMP-45,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaIMP-45,Beta-Lactamase,debla,High,,,1,0.13,Pseudomonas aeruginosa,True
ARO:3002240,CARB-1,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-1,Beta-Lactamase,debla,High,,,1,0.04,Pseudomonas aeruginosa,True
ARO:3002242,CARB-3,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-3,Beta-Lactamase,debla,High,,,29,5.56,Proteus vulgaris,True
ARO:3002243,CARB-4,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-4,Beta-Lactamase,debla,High,,,6,2.94,Alcaligenes faecalis,True
ARO:3002246,CARB-7,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-7,Beta-Lactamase,debla,High,,,2,8.0,Vibrio metoecus,True
ARO:3002248,CARB-9,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-9,Beta-Lactamase,debla,High,,,2,8.0,Vibrio metoecus,True
ARO:3002250,CARB-12,protein homolog model,antibiotic inactivation; penam,matched,blaCARB-12,Beta-Lactamase,debla,High,,,2,0.8,Klebsiella michiganensis,True
ARO:3002263,IND-7,protein homolog model,antibiotic inactivation; carbapenem,matched,blaIND-7,Beta-Lactamase,debla,High,,,1,100.0,Chryseobacterium nakagawai,True
ARO:3002271,VIM-1,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaVIM-1,Beta-Lactamase,debla,High,,,24,4.76,Pseudomonas monteilii,True
ARO:3002272,VIM-2,protein homolog model,antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem,matched,blaVIM-2,Beta-Lactamase,debla,High,,,14,8.82,Alcaligenes faecalis,True
